GEO_ID,GEO_ID_F,NAME,NAICS2017,NAICS2017_F,INDLEVEL,NAICS2017_LABEL,INDGROUP,SECTOR,SUBSECTOR,SEX,SEX_LABEL,ETH_GROUP,ETH_GROUP_LABEL,RACE_GROUP,RACE_GROUP_LABEL,VET_GROUP,VET_GROUP_LABEL,EMPSZFI,EMPSZFI_LABEL,QDESC,QDESC_LABEL,BUSCHAR,BUSCHAR_LABEL,YEAR,FIRMPDEMP,FIRMPDEMP_PCT,RCPPDEMP,RCPPDEMP_PCT,EMP,EMP_PCT,PAYANN,PAYANN_PCT,FIRMPDEMP_S,FIRMPDEMP_PCT_S,RCPPDEMP_S,RCPPDEMP_PCT_S,EMP_S,EMP_PCT_S,PAYANN_S,PAYANN_PCT_S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,642,Firms with 50 to 99 employees,B02,FAMOWN,BP,Item not reported,2018,59,X,1733745,X,3677,X,261880,X,50.9,X,32.4,X,47.4,X,64.4,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,651,Firms with 100 to 249 employees,B02,FAMOWN,A1,All firms,2018,S,S,S,S,"100,000 employees or more",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,651,Firms with 100 to 249 employees,B02,FAMOWN,BM,Family-owned,2018,S,S,S,S,"25,000 to 49,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,651,Firms with 100 to 249 employees,B02,FAMOWN,BN,Not family-owned,2018,781,70.4,35958834,69,112364,70.9,5254105,67.5,19.1,9.2,33.4,13.3,16.2,7.6,22.4,7.2
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,651,Firms with 100 to 249 employees,B02,FAMOWN,BO,Total reporting,2018,1109,100,52096601,100,158527,100,7786473,100,18.3,0,30.4,0,18.2,0,22.2,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,651,Firms with 100 to 249 employees,B02,FAMOWN,BP,Item not reported,2018,S,S,S,S,"5,000 to 9,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,652,Firms with 250 to 499 employees,B02,FAMOWN,A1,All firms,2018,713,X,56218189,X,254742,X,11795677,X,33.4,X,29.4,X,34,X,26.5,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,652,Firms with 250 to 499 employees,B02,FAMOWN,BM,Family-owned,2018,S,S,S,S,"10,000 to 24,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,652,Firms with 250 to 499 employees,B02,FAMOWN,BN,Not family-owned,2018,S,S,S,S,"25,000 to 49,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,652,Firms with 250 to 499 employees,B02,FAMOWN,BO,Total reporting,2018,S,S,S,S,"50,000 to 99,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,652,Firms with 250 to 499 employees,B02,FAMOWN,BP,Item not reported,2018,D,D,D,D,250 to 499 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,657,Firms with 500 employees or more,B02,FAMOWN,A1,All firms,2018,547,X,193045785,X,893533,X,37868048,X,9.5,X,2.9,X,4.7,X,3.5,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,657,Firms with 500 employees or more,B02,FAMOWN,BM,Family-owned,2018,3,6.8,776263,32.3,2524,5.8,128876,16.2,33.3,0,0.2,0,1.4,0,1.3,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,657,Firms with 500 employees or more,B02,FAMOWN,BN,Not family-owned,2018,40,90.9,1623338,67.7,40914,94.2,665327,83.8,73.6,77.6,5.2,96.7,64.7,78.3,2.5,79.2
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,657,Firms with 500 employees or more,B02,FAMOWN,BO,Total reporting,2018,44,100,2399601,100,43438,100,794202,100,66.9,0,3.5,0,61,0,1.9,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,2,Veteran,657,Firms with 500 employees or more,B02,FAMOWN,BP,Item not reported,2018,D,D,D,D,"1,000 to 2,499 employees",D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,611,Firms with no employees,B02,FAMOWN,A1,All firms,2018,18136,X,6674329,X,0,X,1034045,X,2.8,X,13.1,X,0,X,7.9,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,611,Firms with no employees,B02,FAMOWN,BM,Family-owned,2018,4596,84.3,1062530,81.4,0,0,163149,82.6,6.9,1.6,15.3,7.1,0,0,18,3.9
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,611,Firms with no employees,B02,FAMOWN,BN,Not family-owned,2018,853,15.7,242400,18.6,0,0,34340,17.4,11,1.6,37.6,7.1,0,0,31.8,3.9
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,611,Firms with no employees,B02,FAMOWN,BO,Total reporting,2018,5449,100,1304930,100,0,0,197489,100,6.3,0,11.2,0,0,0,18.6,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,611,Firms with no employees,B02,FAMOWN,BP,Item not reported,2018,241,X,34672,X,0,X,5284,X,30.6,X,35,X,0,X,59,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,612,Firms with 1 to 4 employees,B02,FAMOWN,A1,All firms,2018,72470,X,33074453,X,150653,X,5284923,X,2.6,X,4.8,X,2.3,X,3.4,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,612,Firms with 1 to 4 employees,B02,FAMOWN,BM,Family-owned,2018,29049,79.8,10949927,74.9,60225,77.5,1907443,70,2.3,1.1,5.6,1.6,2,0.9,4,1.4
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,612,Firms with 1 to 4 employees,B02,FAMOWN,BN,Not family-owned,2018,7366,20.2,3669531,25.1,17515,22.5,817338,30,6.6,1.1,9.7,1.6,5.9,0.9,6.9,1.4
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,612,Firms with 1 to 4 employees,B02,FAMOWN,BO,Total reporting,2018,36414,100,14619458,100,77740,100,2724780,100,2.3,0,5.8,0,2.5,0,4,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,612,Firms with 1 to 4 employees,B02,FAMOWN,BP,Item not reported,2018,2173,X,708235,X,4164,X,107035,X,11.6,X,14.7,X,9.9,X,9.3,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,620,Firms with 5 to 9 employees,B02,FAMOWN,A1,All firms,2018,25056,X,29097399,X,165853,X,6600895,X,6.4,X,13.6,X,6.4,X,8.9,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,620,Firms with 5 to 9 employees,B02,FAMOWN,BM,Family-owned,2018,9538,73.2,10336843,68.6,63342,73.5,2220858,64.3,4.6,1.5,12.2,2.9,3.6,1.5,6.3,3.9
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,620,Firms with 5 to 9 employees,B02,FAMOWN,BN,Not family-owned,2018,3492,26.8,4721027,31.4,22809,26.5,1233189,35.7,7.9,1.5,13,2.9,8.5,1.5,15.5,3.9
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,620,Firms with 5 to 9 employees,B02,FAMOWN,BO,Total reporting,2018,13030,100,15057870,100,86151,100,3454048,100,4.4,0,10.7,0,4.1,0,6.9,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,620,Firms with 5 to 9 employees,B02,FAMOWN,BP,Item not reported,2018,609,X,499356,X,4000,X,124854,X,28.3,X,31,X,29.8,X,27.3,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,630,Firms with 10 to 19 employees,B02,FAMOWN,A1,All firms,2018,17074,X,39230924,X,230607,X,8830879,X,7.1,X,15.3,X,7.9,X,10.9,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,630,Firms with 10 to 19 employees,B02,FAMOWN,BM,Family-owned,2018,6477,66.8,13756387,62.3,86479,66.1,3039695,59.4,6,1.4,16,3.3,6.5,1.7,10.7,1.8
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,630,Firms with 10 to 19 employees,B02,FAMOWN,BN,Not family-owned,2018,3217,33.2,8333259,37.7,44443,33.9,2079090,40.6,9.1,1.4,10.2,3.3,9.9,1.7,11,1.8
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,630,Firms with 10 to 19 employees,B02,FAMOWN,BO,Total reporting,2018,9694,100,22089645,100,130922,100,5118785,100,6.4,0,12.5,0,7,0,10.1,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,630,Firms with 10 to 19 employees,B02,FAMOWN,BP,Item not reported,2018,S,S,S,S,"5,000 to 9,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,641,Firms with 20 to 49 employees,B02,FAMOWN,A1,All firms,2018,9137,X,43761511,X,266276,X,10639262,X,9.7,X,17,X,10.2,X,13.1,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,641,Firms with 20 to 49 employees,B02,FAMOWN,BM,Family-owned,2018,2629,62.4,11981300,61,74457,61.8,2615199,54.7,11.7,5.2,16.8,6.5,11.1,5.1,13.2,7
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,641,Firms with 20 to 49 employees,B02,FAMOWN,BN,Not family-owned,2018,1582,37.6,7666979,39,45950,38.2,2163412,45.3,13.6,5.2,24.5,6.5,14.7,5.1,24.1,7
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,641,Firms with 20 to 49 employees,B02,FAMOWN,BO,Total reporting,2018,4210,100,19648280,100,120408,100,4778610,100,6.5,0,15.7,0,7.2,0,13.4,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,641,Firms with 20 to 49 employees,B02,FAMOWN,BP,Item not reported,2018,S,S,S,S,"5,000 to 9,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,642,Firms with 50 to 99 employees,B02,FAMOWN,A1,All firms,2018,2670,X,28094016,X,178300,X,6580565,X,14.6,X,16.5,X,14.6,X,13.8,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,642,Firms with 50 to 99 employees,B02,FAMOWN,BM,Family-owned,2018,559,57.7,6367539,64.3,37894,60.2,1213711,59.9,28.1,10.7,36.1,13.6,27,10,24.6,9.6
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,642,Firms with 50 to 99 employees,B02,FAMOWN,BN,Not family-owned,2018,409,42.2,3540648,35.7,25018,39.8,813197,40.1,26,10.7,34.2,13.6,25.9,10,31,9.6
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,642,Firms with 50 to 99 employees,B02,FAMOWN,BO,Total reporting,2018,969,100,9908187,100,62912,100,2026907,100,18,0,25.2,0,18.3,0,20.5,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,642,Firms with 50 to 99 employees,B02,FAMOWN,BP,Item not reported,2018,D,D,D,D,250 to 499 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,651,Firms with 100 to 249 employees,B02,FAMOWN,A1,All firms,2018,820,X,25022874,X,112190,X,4717908,X,17.5,X,40.4,X,21.9,X,26.9,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,651,Firms with 100 to 249 employees,B02,FAMOWN,BM,Family-owned,2018,S,S,S,S,"5,000 to 9,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,651,Firms with 100 to 249 employees,B02,FAMOWN,BN,Not family-owned,2018,S,S,S,S,"1,000 to 2,499 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,651,Firms with 100 to 249 employees,B02,FAMOWN,BO,Total reporting,2018,S,S,S,S,"10,000 to 24,999 employees",S,S,S,S,S,S,S,S,S,S,S
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,651,Firms with 100 to 249 employees,B02,FAMOWN,BP,Item not reported,2018,4,X,77465,X,371,X,14331,X,25,X,1.7,X,1.6,X,1.6,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,652,Firms with 250 to 499 employees,B02,FAMOWN,A1,All firms,2018,288,X,23383267,X,101765,X,4820006,X,31.2,X,40.8,X,32.4,X,38,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,652,Firms with 250 to 499 employees,B02,FAMOWN,BM,Family-owned,2018,D,D,D,D,500 to 999 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,652,Firms with 250 to 499 employees,B02,FAMOWN,BN,Not family-owned,2018,D,D,D,D,500 to 999 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,652,Firms with 250 to 499 employees,B02,FAMOWN,BO,Total reporting,2018,5,100,233294,100,1612,100,56470,100,20,0,1,0,1.2,0,0.4,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,657,Firms with 500 employees or more,B02,FAMOWN,A1,All firms,2018,131,X,21946720,X,204437,X,6378202,X,1.2,X,0.3,X,0.2,X,0.1,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,657,Firms with 500 employees or more,B02,FAMOWN,BM,Family-owned,2018,D,D,D,D,500 to 999 employees,D,D,D,D,D,D,D,D,D,D,D
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,657,Firms with 500 employees or more,B02,FAMOWN,BN,Not family-owned,2018,3,75,228339,97.9,2541,82,62387,94.4,33.3,0,0.7,0,4.6,0,0.7,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,3,Equally veteran/nonveteran,657,Firms with 500 employees or more,B02,FAMOWN,BO,Total reporting,2018,4,100,233324,100,3100,100,66113,100,25,0,0.6,0,3.7,0,0.6,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,611,Firms with no employees,B02,FAMOWN,A1,All firms,2018,641929,X,278939152,X,0,X,43919696,X,0.9,X,2.5,X,0,X,1.6,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,611,Firms with no employees,B02,FAMOWN,BM,Family-owned,2018,51296,25.3,22045748,29.4,0,0,2391203,22.5,1.7,0.3,11.9,2.9,0,0,10.2,2.2
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,611,Firms with no employees,B02,FAMOWN,BN,Not family-owned,2018,151360,74.7,52958040,70.6,0,0,8247328,77.5,1.5,0.3,5.1,2.9,0,0,5.1,2.2
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,611,Firms with no employees,B02,FAMOWN,BO,Total reporting,2018,202657,100,75003787,100,0,0,10638530,100,1.3,0,6,0,0,0,4.1,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,611,Firms with no employees,B02,FAMOWN,BP,Item not reported,2018,9314,X,1898169,X,0,X,208770,X,5.3,X,11.3,X,0,X,11.9,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,612,Firms with 1 to 4 employees,B02,FAMOWN,A1,All firms,2018,2496094,X,1116382773,X,4975358,X,200807889,X,0.2,X,0.7,X,0.4,X,1.3,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,612,Firms with 1 to 4 employees,B02,FAMOWN,BM,Family-owned,2018,328724,25.7,155130349,27.3,709043,27.6,27610214,25,1,0.2,1.7,0.4,1.2,0.3,1.2,0.3
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,612,Firms with 1 to 4 employees,B02,FAMOWN,BN,Not family-owned,2018,951216,74.3,413424087,72.7,1856825,72.4,82937868,75,0.4,0.2,0.8,0.4,0.5,0.3,1.1,0.3
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,612,Firms with 1 to 4 employees,B02,FAMOWN,BO,Total reporting,2018,1279941,100,568554437,100,2565868,100,110548082,100,0.4,0,0.5,0,0.4,0,0.8,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,612,Firms with 1 to 4 employees,B02,FAMOWN,BP,Item not reported,2018,64981,X,25763197,X,125837,X,4540207,X,1.4,X,6.1,X,1.2,X,3,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,620,Firms with 5 to 9 employees,B02,FAMOWN,A1,All firms,2018,838303,X,946642822,X,5537629,X,219121174,X,0.6,X,1.1,X,0.7,X,1.1,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,620,Firms with 5 to 9 employees,B02,FAMOWN,BM,Family-owned,2018,142775,31.5,163850992,31.9,949383,31.7,36812309,29.6,0.7,0.3,1.9,0.4,0.8,0.3,1.9,0.5
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,620,Firms with 5 to 9 employees,B02,FAMOWN,BN,Not family-owned,2018,309893,68.5,350111183,68.1,2043393,68.3,87434298,70.4,0.8,0.3,1.5,0.4,0.9,0.3,1.4,0.5
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,620,Firms with 5 to 9 employees,B02,FAMOWN,BO,Total reporting,2018,452666,100,513962174,100,2992777,100,124246608,100,0.5,0,1.4,0,0.6,0,1,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,620,Firms with 5 to 9 employees,B02,FAMOWN,BP,Item not reported,2018,19831,X,19064489,X,131554,X,4367696,X,5.4,X,5.3,X,5,X,6.4,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,630,Firms with 10 to 19 employees,B02,FAMOWN,A1,All firms,2018,532793,X,1211445046,X,7172140,X,288748345,X,1,X,2.2,X,0.9,X,1.2,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,630,Firms with 10 to 19 employees,B02,FAMOWN,BM,Family-owned,2018,97444,34.4,223341991,34,1315560,34.6,49400677,31.1,1.7,0.6,3,1,1.5,0.5,1.9,0.5
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,630,Firms with 10 to 19 employees,B02,FAMOWN,BN,Not family-owned,2018,186062,65.6,433951193,66,2482276,65.4,109490368,68.9,1.2,0.6,3,1,1.3,0.5,1.4,0.5
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,630,Firms with 10 to 19 employees,B02,FAMOWN,BO,Total reporting,2018,283507,100,657293184,100,3797837,100,158891045,100,0.8,0,2,0,0.8,0,1.1,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,630,Firms with 10 to 19 employees,B02,FAMOWN,BP,Item not reported,2018,10954,X,19974708,X,147480,X,5239425,X,3.6,X,8.9,X,3.7,X,6.7,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,641,Firms with 20 to 49 employees,B02,FAMOWN,A1,All firms,2018,341342,X,2021789643,X,10275651,X,435708695,X,1.2,X,5.7,X,1.2,X,1.3,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,641,Firms with 20 to 49 employees,B02,FAMOWN,BM,Family-owned,2018,63343,37.9,366623210,39,1895888,38.1,73667672,35.3,2.5,0.8,6.6,1.5,2.7,0.8,2.7,0.9
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,641,Firms with 20 to 49 employees,B02,FAMOWN,BN,Not family-owned,2018,103617,62.1,573537892,61,3080253,61.9,135054521,64.7,1.5,0.8,3.6,1.5,1.6,0.8,2,0.9
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,641,Firms with 20 to 49 employees,B02,FAMOWN,BO,Total reporting,2018,166959,100,940161102,100,4976142,100,208722193,100,1.2,0,3.9,0,1.3,0,1.3,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,641,Firms with 20 to 49 employees,B02,FAMOWN,BP,Item not reported,2018,5400,X,29072594,X,159044,X,6067727,X,4.2,X,24.1,X,6.1,X,10.1,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,642,Firms with 50 to 99 employees,B02,FAMOWN,A1,All firms,2018,96189,X,1672700064,X,6562605,X,300293328,X,3.3,X,7.2,X,3.1,X,4,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,642,Firms with 50 to 99 employees,B02,FAMOWN,BM,Family-owned,2018,14687,38.1,260479960,42.6,996750,38.2,37154478,34.7,5.2,1.4,10.5,2.7,5.3,1.4,6,1.9
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,642,Firms with 50 to 99 employees,B02,FAMOWN,BN,Not family-owned,2018,23870,61.9,350972510,57.4,1611522,61.8,69982516,65.3,3.3,1.4,5.9,2.7,3.1,1.4,5.1,1.9
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,642,Firms with 50 to 99 employees,B02,FAMOWN,BO,Total reporting,2018,38555,100,611452469,100,2608272,100,107136995,100,2.9,0,6.2,0,2.9,0,3.8,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,642,Firms with 50 to 99 employees,B02,FAMOWN,BP,Item not reported,2018,1599,X,22697383,X,107109,X,3997405,X,12.8,X,18.4,X,11.8,X,8,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,651,Firms with 100 to 249 employees,B02,FAMOWN,A1,All firms,2018,48965,X,2040610469,X,7223309,X,353979730,X,4.7,X,5.5,X,4.8,X,6.2,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,651,Firms with 100 to 249 employees,B02,FAMOWN,BM,Family-owned,2018,5821,40.1,250795738,45.4,842895,41.1,35609773,40.3,7.1,2.4,11.8,4.4,7.6,2.5,7.3,2.9
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,651,Firms with 100 to 249 employees,B02,FAMOWN,BN,Not family-owned,2018,8678,59.8,302011112,54.6,1207251,58.9,52658082,59.7,6,2.4,8.6,4.4,6,2.5,7.9,2.9
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,651,Firms with 100 to 249 employees,B02,FAMOWN,BO,Total reporting,2018,14501,100,552806850,100,2050145,100,88267855,100,4.2,0,5.7,0,4.4,0,5.3,0
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,651,Firms with 100 to 249 employees,B02,FAMOWN,BP,Item not reported,2018,594,X,17798798,X,88420,X,3206739,X,29.1,X,40.6,X,29.7,X,29.1,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,652,Firms with 250 to 499 employees,B02,FAMOWN,A1,All firms,2018,12086,X,1185024134,X,4257457,X,203997007,X,6.9,X,9,X,6.3,X,7.6,X
0100000US,null,United States,0,null,2,Total for all sectors,null,0,null,1,Total,1,Total,0,Total,4,Nonveteran,652,Firms with 250 to 499 employees,B02,FAMOWN,BM,Family-owned,2018,1129,43.9,135159953,56.1,406022,45.2,15842665,46.3,17.3,6.2,39.2,14.8,17.9,6.3,17.6,7.8
