"GEO_ID","GEO_ID_F","NAME","NAICS2017","NAICS2017_F","NAICS2017_LABEL","SEX","SEX_LABEL","ETH_GROUP","ETH_GROUP_LABEL","RACE_GROUP","RACE_GROUP_LABEL","VET_GROUP","VET_GROUP_LABEL","EMPSZFI","EMPSZFI_LABEL","YEAR","FIRMPDEMP","RCPPDEMP","EMP","PAYANN","FIRMPDEMP_S","RCPPDEMP_S","EMP_S","PAYANN_S"
"0100000US","null","United States","42","null","Wholesale trade","001","Total","001","Total","92","Nonminority","004","Nonveteran","641","Firms with 20 to 49 employees","2019","17365","W","508293","31202111","4.4","S","4.9","5.8"
"0100000US","null","United States","42","null","Wholesale trade","001","Total","001","Total","92","Nonminority","004","Nonveteran","642","Firms with 50 to 99 employees","2019","6594","W","396003","28013777","12.2","S","12.3","13.8"
"0100000US","null","United States","42","null","Wholesale trade","001","Total","001","Total","92","Nonminority","004","Nonveteran","651","Firms with 100 to 249 employees","2019","3478","W","399069","25441859","15.6","S","11.9","11.4"
"0100000US","null","United States","42","null","Wholesale trade","001","Total","001","Total","92","Nonminority","004","Nonveteran","652","Firms with 250 to 499 employees","2019","1474","W","355822","21577838","16.2","S","18.3","20.6"
"0100000US","null","United States","42","null","Wholesale trade","001","Total","001","Total","92","Nonminority","004","Nonveteran","657","Firms with 500 employees or more","2019","881","W","493730","33259138","8.5","S","12.3","9.9"
"0100000US","null","United States","42","null","Wholesale trade","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","611","Firms with no employees","2019","28685","W","0","1935545","2.4","S","0.0","7.7"
"0100000US","null","United States","42","null","Wholesale trade","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","612","Firms with 1 to 4 employees","2019","135980","W","269530","13989376","1.8","S","2.0","4.4"
"0100000US","null","United States","42","null","Wholesale trade","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","620","Firms with 5 to 9 employees","2019","48139","W","315888","18506727","2.8","S","3.2","3.1"
"0100000US","null","United States","42","null","Wholesale trade","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","630","Firms with 10 to 19 employees","2019","32165","W","430265","24943284","2.9","S","3.0","5.1"
"0100000US","null","United States","42","null","Wholesale trade","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","641","Firms with 20 to 49 employees","2019","22471","W","653493","39368561","5.2","S","4.8","6.1"
"0100000US","null","United States","42","null","Wholesale trade","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","642","Firms with 50 to 99 employees","2019","7795","W","475988","32376698","10.1","S","9.8","11.8"
"0100000US","null","United States","42","null","Wholesale trade","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","651","Firms with 100 to 249 employees","2019","4067","W","477707","31296565","16.1","S","13.5","13.5"
"0100000US","null","United States","42","null","Wholesale trade","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","652","Firms with 250 to 499 employees","2019","1594","W","391430","23676455","14.5","S","17.4","19.1"
"0100000US","null","United States","42","null","Wholesale trade","096","Classifiable","096","Classifiable","96","Classifiable","096","Classifiable","657","Firms with 500 employees or more","2019","980","W","536532","36211697","7.6","S","11.3","9.0"
"0100000US","null","United States","42","null","Wholesale trade","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","611","Firms with no employees","2019","111","R","0","27014","65.7","S","0.0","64.9"
"0100000US","null","United States","42","null","Wholesale trade","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","612","Firms with 1 to 4 employees","2019","910","U","2461","201405","23.4","S","22.9","27.4"
"0100000US","null","United States","42","null","Wholesale trade","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","620","Firms with 5 to 9 employees","2019","919","U","5818","464305","22.3","S","21.4","26.8"
"0100000US","null","United States","42","null","Wholesale trade","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","630","Firms with 10 to 19 employees","2019","973","W","14088","869944","26.2","S","27.7","33.7"
"0100000US","null","United States","42","null","Wholesale trade","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","641","Firms with 20 to 49 employees","2019","S","S","25,000 to 49,999 employees","S","S","S","S","S"
"0100000US","null","United States","42","null","Wholesale trade","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","642","Firms with 50 to 99 employees","2019","1155","W","67159","5222043","24.8","S","23.2","29.6"
"0100000US","null","United States","42","null","Wholesale trade","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","651","Firms with 100 to 249 employees","2019","1252","W","130289","11259702","24.8","S","31.7","36.8"
"0100000US","null","United States","42","null","Wholesale trade","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","652","Firms with 250 to 499 employees","2019","843","W","228094","16703275","16.1","S","18.0","24.3"
"0100000US","null","United States","42","null","Wholesale trade","098","Unclassifiable","098","Unclassifiable","98","Unclassifiable","098","Unclassifiable","657","Firms with 500 employees or more","2019","2205","W","2316698","212549598","2.5","S","3.3","2.3"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","001","Total","00","Total","001","Total","611","Firms with no employees","2019","57911","W","0","2844721","4.0","S","0.0","10.2"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","001","Total","00","Total","001","Total","612","Firms with 1 to 4 employees","2019","317168","W","701267","18594008","1.1","S","1.2","2.5"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","001","Total","00","Total","001","Total","620","Firms with 5 to 9 employees","2019","132824","W","869439","24107973","2.9","S","2.9","2.1"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","001","Total","00","Total","001","Total","630","Firms with 10 to 19 employees","2019","67892","W","891810","27681098","4.8","S","4.5","4.2"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","001","Total","00","Total","001","Total","641","Firms with 20 to 49 employees","2019","35380","W","1019815","36335604","4.7","S","4.7","5.6"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","001","Total","00","Total","001","Total","642","Firms with 50 to 99 employees","2019","11521","W","734130","30109385","8.5","S","9.8","13.3"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","001","Total","00","Total","001","Total","651","Firms with 100 to 249 employees","2019","6254","W","797611","35812330","9.4","S","10.7","12.1"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","001","Total","00","Total","001","Total","652","Firms with 250 to 499 employees","2019","1983","W","471163","19221892","14.4","S","16.6","25.2"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","001","Total","00","Total","001","Total","657","Firms with 500 employees or more","2019","2226","W","10258759","275935257","3.4","S","0.1","0.6"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","001","Total","00","Total","001","Total","611","Firms with no employees","2019","13535","W","0","496385","6.8","S","0.0","7.9"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","001","Total","00","Total","001","Total","612","Firms with 1 to 4 employees","2019","74599","W","163589","3752285","2.3","S","1.3","3.6"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","001","Total","00","Total","001","Total","620","Firms with 5 to 9 employees","2019","26848","W","174239","4167484","4.7","S","5.2","6.5"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","001","Total","00","Total","001","Total","630","Firms with 10 to 19 employees","2019","12670","W","165751","4630984","6.8","S","7.4","10.2"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","001","Total","00","Total","001","Total","641","Firms with 20 to 49 employees","2019","5141","W","141412","4386673","10.2","S","13.3","17.1"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","001","Total","00","Total","001","Total","642","Firms with 50 to 99 employees","2019","1300","W","81712","2767675","18.5","S","16.3","20.6"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","001","Total","00","Total","001","Total","651","Firms with 100 to 249 employees","2019","396","W","52782","1783417","26.9","S","26.3","37.3"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","001","Total","00","Total","001","Total","652","Firms with 250 to 499 employees","2019","66","W","8268","405089","73.4","S","4.9","3.8"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","001","Total","00","Total","001","Total","657","Firms with 500 employees or more","2019","101","W","97659","3370873","1.6","S","2.8","0.8"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","001","Total","00","Total","001","Total","611","Firms with no employees","2019","32688","W","0","1623324","3.3","S","0.0","4.4"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","001","Total","00","Total","001","Total","612","Firms with 1 to 4 employees","2019","180647","W","398547","11164131","1.4","S","1.7","3.4"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","001","Total","00","Total","001","Total","620","Firms with 5 to 9 employees","2019","77817","W","510192","15112796","3.8","S","4.1","2.6"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","001","Total","00","Total","001","Total","630","Firms with 10 to 19 employees","2019","40846","W","537715","17872062","6.0","S","5.9","6.3"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","001","Total","00","Total","001","Total","641","Firms with 20 to 49 employees","2019","22291","W","658023","24920848","3.3","S","3.3","3.6"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","001","Total","00","Total","001","Total","642","Firms with 50 to 99 employees","2019","7898","W","503944","22112056","11.8","S","14.3","18.8"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","001","Total","00","Total","001","Total","651","Firms with 100 to 249 employees","2019","4451","W","598507","27103026","8.7","S","10.6","12.7"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","001","Total","00","Total","001","Total","652","Firms with 250 to 499 employees","2019","1318","W","333150","14933991","18.7","S","22.0","31.3"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","001","Total","00","Total","001","Total","657","Firms with 500 employees or more","2019","783","W","972869","30075192","9.7","S","0.8","1.1"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","001","Total","00","Total","001","Total","611","Firms with no employees","2019","11551","W","0","698762","5.9","S","0.0","40.7"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","001","Total","00","Total","001","Total","612","Firms with 1 to 4 employees","2019","60087","W","134676","3527295","3.0","S","4.3","6.6"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","001","Total","00","Total","001","Total","620","Firms with 5 to 9 employees","2019","26809","W","176417","4594729","2.3","S","2.5","4.8"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","001","Total","00","Total","001","Total","630","Firms with 10 to 19 employees","2019","13489","W","176917","4838313","8.1","S","8.5","11.1"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","001","Total","00","Total","001","Total","641","Firms with 20 to 49 employees","2019","6748","W","183288","5494953","15.1","S","14.6","16.8"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","001","Total","00","Total","001","Total","642","Firms with 50 to 99 employees","2019","1537","W","101938","2973172","23.3","S","20.9","25.1"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","001","Total","00","Total","001","Total","651","Firms with 100 to 249 employees","2019","S","S","50,000 to 99,999 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","001","Total","00","Total","001","Total","652","Firms with 250 to 499 employees","2019","S","S","25,000 to 49,999 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","001","Total","00","Total","001","Total","657","Firms with 500 employees or more","2019","54","W","62082","1271168","3.1","S","2.8","0.4"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","020","Hispanic","00","Total","001","Total","611","Firms with no employees","2019","2786","U","0","109421","17.4","S","0.0","11.1"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","020","Hispanic","00","Total","001","Total","612","Firms with 1 to 4 employees","2019","17797","W","37602","898198","3.7","S","6.3","7.5"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","020","Hispanic","00","Total","001","Total","620","Firms with 5 to 9 employees","2019","5205","W","34343","893092","10.5","S","8.8","12.9"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","020","Hispanic","00","Total","001","Total","630","Firms with 10 to 19 employees","2019","2797","W","37333","1116012","11.8","S","11.1","15.4"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","020","Hispanic","00","Total","001","Total","641","Firms with 20 to 49 employees","2019","1449","W","42258","1180772","27.0","S","31.3","28.6"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","020","Hispanic","00","Total","001","Total","642","Firms with 50 to 99 employees","2019","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","020","Hispanic","00","Total","001","Total","651","Firms with 100 to 249 employees","2019","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","020","Hispanic","00","Total","001","Total","652","Firms with 250 to 499 employees","2019","4","T","753","35933","41.5","S","2.3","1.3"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","020","Hispanic","00","Total","001","Total","657","Firms with 500 employees or more","2019","15","U","7401","360791","11.1","S","2.3","1.5"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","020","Hispanic","00","Total","001","Total","611","Firms with no employees","2019","672","R","0","23730","28.4","S","0.0","12.3"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","020","Hispanic","00","Total","001","Total","612","Firms with 1 to 4 employees","2019","4794","U","10416","244858","13.5","S","15.9","10.9"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","020","Hispanic","00","Total","001","Total","620","Firms with 5 to 9 employees","2019","1702","U","11447","268221","22.4","S","22.3","22.8"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","020","Hispanic","00","Total","001","Total","630","Firms with 10 to 19 employees","2019","553","U","7257","169366","29.6","S","26.5","30.9"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","020","Hispanic","00","Total","001","Total","641","Firms with 20 to 49 employees","2019","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","020","Hispanic","00","Total","001","Total","642","Firms with 50 to 99 employees","2019","D","D","2,500 to 4,999 employees","D","D","D","D","D"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","020","Hispanic","00","Total","001","Total","657","Firms with 500 employees or more","2019","D","D","20 to 99 employees","D","D","D","D","D"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","020","Hispanic","00","Total","001","Total","611","Firms with no employees","2019","1661","T","0","58145","21.9","S","0.0","19.2"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","020","Hispanic","00","Total","001","Total","612","Firms with 1 to 4 employees","2019","10519","W","21766","522966","9.3","S","11.2","11.1"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","020","Hispanic","00","Total","001","Total","620","Firms with 5 to 9 employees","2019","2734","U","17760","497404","15.0","S","13.9","17.2"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","020","Hispanic","00","Total","001","Total","630","Firms with 10 to 19 employees","2019","1636","W","21859","724507","20.2","S","20.1","22.5"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","020","Hispanic","00","Total","001","Total","641","Firms with 20 to 49 employees","2019","907","W","27288","756000","36.5","S","37.7","38.4"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","020","Hispanic","00","Total","001","Total","642","Firms with 50 to 99 employees","2019","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","020","Hispanic","00","Total","001","Total","651","Firms with 100 to 249 employees","2019","S","S","10,000 to 24,999 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","020","Hispanic","00","Total","001","Total","652","Firms with 250 to 499 employees","2019","4","T","753","35933","41.5","S","2.3","1.3"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","020","Hispanic","00","Total","001","Total","657","Firms with 500 employees or more","2019","13","U","6470","338101","12.8","S","2.3","1.4"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","020","Hispanic","00","Total","001","Total","611","Firms with no employees","2019","454","R","0","27546","35.3","S","0.0","4.3"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","020","Hispanic","00","Total","001","Total","612","Firms with 1 to 4 employees","2019","2487","U","5420","130374","16.7","S","19.4","22.0"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","020","Hispanic","00","Total","001","Total","620","Firms with 5 to 9 employees","2019","769","U","5136","127467","27.6","S","26.4","27.7"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","020","Hispanic","00","Total","001","Total","630","Firms with 10 to 19 employees","2019","609","U","8217","222139","49.7","S","51.9","49.1"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","020","Hispanic","00","Total","001","Total","641","Firms with 20 to 49 employees","2019","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","020","Hispanic","00","Total","001","Total","642","Firms with 50 to 99 employees","2019","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","020","Hispanic","00","Total","001","Total","651","Firms with 100 to 249 employees","2019","D","D","100 to 249 employees","D","D","D","D","D"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","020","Hispanic","00","Total","001","Total","657","Firms with 500 employees or more","2019","D","D","500 to 999 employees","D","D","D","D","D"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","611","Firms with no employees","2019","435","R","0","15860","29.1","S","0.0","30.4"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","612","Firms with 1 to 4 employees","2019","2315","U","4818","124992","15.8","S","18.9","24.0"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","620","Firms with 5 to 9 employees","2019","S","S","2,500 to 4,999 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","630","Firms with 10 to 19 employees","2019","504","U","7278","229385","38.7","S","39.9","42.4"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","641","Firms with 20 to 49 employees","2019","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","642","Firms with 50 to 99 employees","2019","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","651","Firms with 100 to 249 employees","2019","S","S","500 to 999 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","657","Firms with 500 employees or more","2019","7","U","3827","164589","23.7","S","9.0","2.7"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","611","Firms with no employees","2019","8","I","0","277","20.7","S","0.0","0.0"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","612","Firms with 1 to 4 employees","2019","S","S","20 to 99 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","620","Firms with 5 to 9 employees","2019","D","D","0 to 19 employees","D","D","D","D","D"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","630","Firms with 10 to 19 employees","2019","D","D","500 to 999 employees","D","D","D","D","D"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","611","Firms with no employees","2019","S","S","0 to 19 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","612","Firms with 1 to 4 employees","2019","418","O","762","14249","30.5","S","34.7","41.6"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","620","Firms with 5 to 9 employees","2019","S","S","500 to 999 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","630","Firms with 10 to 19 employees","2019","S","S","1,000 to 2,499 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","641","Firms with 20 to 49 employees","2019","2","O","93","8495","82.9","S","1.8","0.3"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","642","Firms with 50 to 99 employees","2019","6","R","312","16294","27.6","S","3.0","2.9"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","611","Firms with no employees","2019","327","O","0","13729","33.4","S","0.0","35.9"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","612","Firms with 1 to 4 employees","2019","1865","U","3992","108683","18.5","S","22.3","25.4"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","620","Firms with 5 to 9 employees","2019","422","T","2752","65298","37.8","S","39.5","41.1"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","630","Firms with 10 to 19 employees","2019","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","641","Firms with 20 to 49 employees","2019","S","S","5,000 to 9,999 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","642","Firms with 50 to 99 employees","2019","D","D","1,000 to 2,499 employees","D","D","D","D","D"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","651","Firms with 100 to 249 employees","2019","S","S","500 to 999 employees","S","S","S","S","S"
"0100000US","null","United States","44-45","null","Retail trade","004","Equally male/female","028","Equally Hispanic/non-Hispanic","00","Total","001","Total","657","Firms with 500 employees or more","2019","7","U","3827","164589","23.7","S","9.0","2.7"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","029","Non-Hispanic","00","Total","001","Total","611","Firms with no employees","2019","54553","W","0","2693190","4.4","S","0.0","10.7"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","029","Non-Hispanic","00","Total","001","Total","612","Firms with 1 to 4 employees","2019","295222","W","654392","17420522","1.3","S","1.4","2.8"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","029","Non-Hispanic","00","Total","001","Total","620","Firms with 5 to 9 employees","2019","125745","W","822978","22888875","3.1","S","3.1","2.3"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","029","Non-Hispanic","00","Total","001","Total","630","Firms with 10 to 19 employees","2019","63704","W","835772","25995962","5.1","S","4.7","4.5"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","029","Non-Hispanic","00","Total","001","Total","641","Firms with 20 to 49 employees","2019","32506","W","933321","33391765","4.4","S","4.1","5.6"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","029","Non-Hispanic","00","Total","001","Total","642","Firms with 50 to 99 employees","2019","10471","W","668721","27258183","9.0","S","10.7","14.5"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","029","Non-Hispanic","00","Total","001","Total","651","Firms with 100 to 249 employees","2019","5335","W","712893","31410530","7.9","S","9.8","10.9"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","029","Non-Hispanic","00","Total","001","Total","652","Firms with 250 to 499 employees","2019","1570","W","390664","16810068","19.5","S","20.8","29.2"
"0100000US","null","United States","44-45","null","Retail trade","001","Total","029","Non-Hispanic","00","Total","001","Total","657","Firms with 500 employees or more","2019","916","W","1121382","34191853","8.3","S","0.5","1.0"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","029","Non-Hispanic","00","Total","001","Total","611","Firms with no employees","2019","12858","W","0","472378","7.6","S","0.0","8.4"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","029","Non-Hispanic","00","Total","001","Total","612","Firms with 1 to 4 employees","2019","69772","W","153109","3505368","2.3","S","1.6","3.9"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","029","Non-Hispanic","00","Total","001","Total","620","Firms with 5 to 9 employees","2019","25144","W","162786","3899045","5.0","S","5.6","7.3"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","029","Non-Hispanic","00","Total","001","Total","630","Firms with 10 to 19 employees","2019","12088","W","157954","4450217","6.6","S","7.3","10.0"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","029","Non-Hispanic","00","Total","001","Total","641","Firms with 20 to 49 employees","2019","4783","W","132629","4123297","10.4","S","13.6","16.7"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","029","Non-Hispanic","00","Total","001","Total","642","Firms with 50 to 99 employees","2019","1240","W","78101","2681752","16.5","S","14.2","19.7"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","029","Non-Hispanic","00","Total","001","Total","651","Firms with 100 to 249 employees","2019","396","W","52782","1783417","26.9","S","26.3","37.3"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","029","Non-Hispanic","00","Total","001","Total","652","Firms with 250 to 499 employees","2019","66","W","8268","405089","73.4","S","4.9","3.8"
"0100000US","null","United States","44-45","null","Retail trade","002","Female","029","Non-Hispanic","00","Total","001","Total","657","Firms with 500 employees or more","2019","100","W","97614","3369815","1.7","S","2.8","0.8"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","029","Non-Hispanic","00","Total","001","Total","611","Firms with no employees","2019","30925","W","0","1563326","3.7","S","0.0","4.7"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","029","Non-Hispanic","00","Total","001","Total","612","Firms with 1 to 4 employees","2019","169712","W","376019","10626916","1.6","S","1.8","3.8"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","029","Non-Hispanic","00","Total","001","Total","620","Firms with 5 to 9 employees","2019","74981","W","491662","14587865","3.9","S","4.1","2.9"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","029","Non-Hispanic","00","Total","001","Total","630","Firms with 10 to 19 employees","2019","39115","W","514423","17104379","6.2","S","6.1","6.7"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","029","Non-Hispanic","00","Total","001","Total","641","Firms with 20 to 49 employees","2019","21380","W","630643","24156354","2.9","S","2.5","3.7"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","029","Non-Hispanic","00","Total","001","Total","642","Firms with 50 to 99 employees","2019","7754","W","492865","21724316","11.7","S","14.2","18.3"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","029","Non-Hispanic","00","Total","001","Total","651","Firms with 100 to 249 employees","2019","4354","W","586279","26656139","10.0","S","12.0","13.7"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","029","Non-Hispanic","00","Total","001","Total","652","Firms with 250 to 499 employees","2019","1315","W","332397","14898058","18.8","S","22.0","31.4"
"0100000US","null","United States","44-45","null","Retail trade","003","Male","029","Non-Hispanic","00","Total","001","Total","657","Firms with 500 employees or more","2019","771","W","966399","29737090","9.8","S","0.9","1.2"
